"year","geoid","ZIP_code","title_field","value"
"2013","86000US07304","07304","Income in the past 12 months below poverty level - Female - 65 to 74 years",224
"2013","86000US07304","07304","Income in the past 12 months below poverty level - Female - 75 years and over",179
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level",31723
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male",15467
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - Under 5 years",801
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 5 years",236
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 6 to 11 years",816
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 12 to 14 years",534
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 15 years",149
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 16 and 17 years",424
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 18 to 24 years",1667
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 25 to 34 years",2657
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 35 to 44 years",2453
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 45 to 54 years",2489
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 55 to 64 years",1897
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 65 to 74 years",804
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Male - 75 years and over",540
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female",16256
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - Under 5 years",658
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 5 years",200
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 6 to 11 years",995
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 12 to 14 years",657
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 15 years",98
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 16 and 17 years",355
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 18 to 24 years",1394
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 25 to 34 years",2789
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 35 to 44 years",2117
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 45 to 54 years",2464
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 55 to 64 years",2208
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 65 to 74 years",1356
"2013","86000US07304","07304","Income in the past 12 months at or above poverty level - Female - 75 years and over",965
"2013","86000US07304","07304","Gini Index","0.5011"
"2013","86000US07305","07305","Median household income",49894
"2013","86000US07305","07305","Median gross rent",1104
"2013","86000US07305","07305","Total Population 5 years and over",62364
"2013","86000US07305","07305","Income in the past 12 months below poverty level",12927
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male",5191
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - Under 5 years",744
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 5 years",160
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 6 to 11 years",684
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 12 to 14 years",351
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 15 years",101
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 16 and 17 years",315
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 18 to 24 years",762
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 25 to 34 years",532
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 35 to 44 years",542
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 45 to 54 years",499
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 55 to 64 years",217
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 65 to 74 years",145
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Male - 75 years and over",139
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female",7736
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - Under 5 years",980
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 5 years",97
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 6 to 11 years",739
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 12 to 14 years",478
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 15 years",235
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 16 and 17 years",184
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 18 to 24 years",973
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 25 to 34 years",1357
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 35 to 44 years",936
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 45 to 54 years",719
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 55 to 64 years",546
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 65 to 74 years",254
"2013","86000US07305","07305","Income in the past 12 months below poverty level - Female - 75 years and over",238
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level",49437
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male",23280
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - Under 5 years",1189
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 5 years",196
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 6 to 11 years",1897
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 12 to 14 years",828
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 15 years",183
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 16 and 17 years",616
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 18 to 24 years",2732
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 25 to 34 years",3784
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 35 to 44 years",3336
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 45 to 54 years",3475
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 55 to 64 years",2716
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 65 to 74 years",1625
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Male - 75 years and over",703
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female",26157
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - Under 5 years",1534
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 5 years",366
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 6 to 11 years",1555
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 12 to 14 years",864
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 15 years",471
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 16 and 17 years",803
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 18 to 24 years",2397
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 25 to 34 years",3579
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 35 to 44 years",3721
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 45 to 54 years",3978
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 55 to 64 years",3033
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 65 to 74 years",2349
"2013","86000US07305","07305","Income in the past 12 months at or above poverty level - Female - 75 years and over",1507
"2013","86000US07305","07305","Gini Index","0.4864"
"2013","86000US07306","07306","Median household income",46312
"2013","86000US07306","07306","Median gross rent",1028
"2013","86000US07306","07306","Total Population 5 years and over",52686
"2013","86000US07306","07306","Income in the past 12 months below poverty level",11774
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male",5610
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - Under 5 years",746
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 5 years",323
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 6 to 11 years",387
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 12 to 14 years",209
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 15 years",25
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 16 and 17 years",186
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 18 to 24 years",877
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 25 to 34 years",1016
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 35 to 44 years",668
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 45 to 54 years",546
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 55 to 64 years",351
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 65 to 74 years",201
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Male - 75 years and over",75
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female",6164
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - Under 5 years",552
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 5 years",69
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 6 to 11 years",625
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 12 to 14 years",282
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 15 years",131
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 16 and 17 years",172
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 18 to 24 years",1036
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 25 to 34 years",1007
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 35 to 44 years",898
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 45 to 54 years",504
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 55 to 64 years",358
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 65 to 74 years",298
"2013","86000US07306","07306","Income in the past 12 months below poverty level - Female - 75 years and over",232
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level",40912
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male",21551
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - Under 5 years",1221
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 5 years",159
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 6 to 11 years",1222
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 12 to 14 years",504
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 15 years",212
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 16 and 17 years",454
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 18 to 24 years",1907
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 25 to 34 years",5519
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 35 to 44 years",3240
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 45 to 54 years",3112
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 55 to 64 years",2357
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 65 to 74 years",1165
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Male - 75 years and over",479
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female",19361
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - Under 5 years",1651
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 5 years",265
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 6 to 11 years",955
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 12 to 14 years",366
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 15 years",148
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 16 and 17 years",417
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 18 to 24 years",1430
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 25 to 34 years",4460
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 35 to 44 years",2706
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 45 to 54 years",2604
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 55 to 64 years",2137
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 65 to 74 years",1279
"2013","86000US07306","07306","Income in the past 12 months at or above poverty level - Female - 75 years and over",943
"2013","86000US07306","07306","Gini Index","0.4545"
"2013","86000US07307","07307","Median household income",54498
"2013","86000US07307","07307","Median gross rent",1172
"2013","86000US07307","07307","Total Population 5 years and over",43074
"2013","86000US07307","07307","Income in the past 12 months below poverty level",6774
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male",3444
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - Under 5 years",494
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 5 years",87
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 6 to 11 years",367
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 12 to 14 years",167
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 15 years",92
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 16 and 17 years",117
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 18 to 24 years",535
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 25 to 34 years",615
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 35 to 44 years",391
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 45 to 54 years",287
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 55 to 64 years",205
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 65 to 74 years",74
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Male - 75 years and over",13
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female",3330
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - Under 5 years",349
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 5 years",61
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 6 to 11 years",354
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 12 to 14 years",99
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 15 years",0
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 16 and 17 years",124
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 18 to 24 years",266
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 25 to 34 years",777
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 35 to 44 years",354
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 45 to 54 years",353
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 55 to 64 years",254
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 65 to 74 years",127
"2013","86000US07307","07307","Income in the past 12 months below poverty level - Female - 75 years and over",212
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level",36300
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male",18304
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - Under 5 years",993
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 5 years",150
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 6 to 11 years",1382
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 12 to 14 years",500
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 15 years",138
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 16 and 17 years",462
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 18 to 24 years",1758
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 25 to 34 years",4227
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 35 to 44 years",2995
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 45 to 54 years",2299
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 55 to 64 years",1869
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 65 to 74 years",1072
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Male - 75 years and over",459
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female",17996
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - Under 5 years",1077
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 5 years",132
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 6 to 11 years",1309
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 12 to 14 years",606
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 15 years",97
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 16 and 17 years",293
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 18 to 24 years",1782
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 25 to 34 years",3935
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 35 to 44 years",2311
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 45 to 54 years",2549
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 55 to 64 years",2227
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 65 to 74 years",893
"2013","86000US07307","07307","Income in the past 12 months at or above poverty level - Female - 75 years and over",785
"2013","86000US07307","07307","Gini Index","0.4446"
"2013","86000US07310","07310","Median household income",133636
"2013","86000US07310","07310","Median gross rent",2001
"2013","86000US07310","07310","Total Population 5 years and over",12644
"2013","86000US07310","07310","Income in the past 12 months below poverty level",1785
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male",548
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - Under 5 years",0
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 5 years",0
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 6 to 11 years",0
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 12 to 14 years",8
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 15 years",0
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 16 and 17 years",46
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 18 to 24 years",128
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 25 to 34 years",201
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 35 to 44 years",30
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 45 to 54 years",75
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 55 to 64 years",43
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 65 to 74 years",17
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Male - 75 years and over",0
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female",1237
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - Under 5 years",84
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 5 years",0
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 6 to 11 years",15
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 12 to 14 years",0
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 15 years",0
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 16 and 17 years",22
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 18 to 24 years",369
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 25 to 34 years",451
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 35 to 44 years",97
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 45 to 54 years",94
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 55 to 64 years",90
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 65 to 74 years",15
"2013","86000US07310","07310","Income in the past 12 months below poverty level - Female - 75 years and over",0
"2013","86000US07310","07310","Income in the past 12 months at or above poverty level",10859
"2013","86000US07310","07310","Income in the past 12 months at or above poverty level - Male",5763
"2013","86000US07310","07310","Income in the past 12 months at or above poverty level - Male - Under 5 years",375
"2013","86000US07310","07310","Income in the past 12 months at or above poverty level - Male - 5 years",40
"2013","86000US07310","07310","Income in the past 12 months at or above poverty level - Male - 6 to 11 years",68
